tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Electrical Engineering,1754,Brigham Young University - Idaho,Thomas,,Baldwin,2115011,6,poor,TEACHER,PROFESSOR,2.1
Computer Information Technology,1754,Brigham Young University - Idaho,Steven,,Bale,2446700,2,poor,TEACHER,PROFESSOR,1.0
Education,1754,Brigham Young University - Idaho,Joy,,Ball,1954688,26,good,TEACHER,PROFESSOR,3.7
Foundations,1754,Brigham Young University - Idaho,Tom,,Ballard,2467447,15,good,TEACHER,PROFESSOR,3.9
Communication,1754,Brigham Young University - Idaho,Michael,,Ballard,2476139,2,good,TEACHER,PROFESSOR,4.5
Music,1754,Brigham Young University - Idaho,Adam,B,Ballif,1753898,13,good,TEACHER,PROFESSOR,3.5
Music,1754,Brigham Young University - Idaho,Kristi ,,Ballif,2853686,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1754,Brigham Young University - Idaho,Kristin,,Ballou,504883,48,good,TEACHER,PROFESSOR,4.7
Mathematics,1754,Brigham Young University - Idaho,Sandra,,Balmforth,1885150,20,good,TEACHER,PROFESSOR,3.9
Home & Family Studies,1754,Brigham Young University - Idaho,Mindy,,Bang,2745094,2,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Aaron,,Bangerter,1869428,4,good,TEACHER,PROFESSOR,3.6
Online Learning,1754,Brigham Young University - Idaho,Laura,,Bangerter,2681205,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Russell,C,Bangerter,2096567,10,good,TEACHER,PROFESSOR,3.5
Foundations,1754,Brigham Young University - Idaho,Suzanne,,Bannan,2470441,21,poor,TEACHER,PROFESSOR,1.5
Communication,1754,Brigham Young University - Idaho,Marshiela,,Banner,2709789,2,good,TEACHER,PROFESSOR,5.0
Computer Science,1754,Brigham Young University - Idaho,Geoff,,Barbier,2611239,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Jerry,,Barker,2351575,1,good,TEACHER,PROFESSOR,4.0
General Studies,1754,Brigham Young University - Idaho,Devan,Lynn,Barker,2349545,5,average,TEACHER,PROFESSOR,3.0
English,1754,Brigham Young University - Idaho,Heidi,,Barker,1110275,36,good,TEACHER,PROFESSOR,4.0
Humanities,1754,Brigham Young University - Idaho,Devan,,Barker,1596802,48,average,TEACHER,PROFESSOR,3.4
Child & Family Studies,1754,Brigham Young University - Idaho,Trinity,,Barlow,2365158,2,poor,TEACHER,PROFESSOR,1.0
Automotive Technology,1754,Brigham Young University - Idaho,Chad,,Barnes,2870977,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1754,Brigham Young University - Idaho,Daniel,,Barnes,2936357,0,zero,TEACHER,PROFESSOR,N/A
Counseling,1754,Brigham Young University - Idaho,Daniel,,Barnes,927195,36,good,TEACHER,PROFESSOR,3.8
Child  Family Studies,1754,Brigham Young University - Idaho,Bradley,,Barnett,2188245,7,good,TEACHER,PROFESSOR,4.3
Online Learning,1754,Brigham Young University - Idaho,Ryan,,Barney,1994629,2,good,TEACHER,PROFESSOR,4.5
Information Systems,1754,Brigham Young University - Idaho,Lee,,Barney,977988,57,average,TEACHER,PROFESSOR,3.3
Recreation,1754,Brigham Young University - Idaho,Keith ,,Barney,2061179,5,good,TEACHER,PROFESSOR,4.9
Communication,1754,Brigham Young University - Idaho,Ashley,,Barney,2576149,1,poor,TEACHER,PROFESSOR,1.0
Nursing,1754,Brigham Young University - Idaho,Kathy,,Barnhill,2730619,0,zero,TEACHER,PROFESSOR,N/A
Nursing,1754,Brigham Young University - Idaho,Kathleen,,Barnhill,909474,30,good,TEACHER,PROFESSOR,4.3
Business,1754,Brigham Young University - Idaho,Eric,,Baron,2773507,63,good,TEACHER,PROFESSOR,4.2
Religion,1754,Brigham Young University - Idaho,Ross,,Baron,678502,203,good,TEACHER,PROFESSOR,4.6
Economics,1754,Brigham Young University - Idaho,David,,Barrus,1675575,60,good,TEACHER,PROFESSOR,3.7
Online Learning,1754,Brigham Young University - Idaho,Kent Lamar,,Barrus,1872239,7,good,TEACHER,PROFESSOR,4.0
Health Science,1754,Brigham Young University - Idaho,Sean,,Bartholick,2019023,3,good,TEACHER,PROFESSOR,4.0
Religion,1754,Brigham Young University - Idaho,Ronald E.,,Bartholomew,1652671,12,good,TEACHER,PROFESSOR,4.3
Education,1754,Brigham Young University - Idaho,Jodi,,Bartschi,2784580,1,good,TEACHER,PROFESSOR,5.0
Computer Information Technology,1754,Brigham Young University - Idaho,Rex,,Barzee,544976,90,good,TEACHER,PROFESSOR,4.8
Music,1754,Brigham Young University - Idaho,Brandon,,Bascom,1519360,10,good,TEACHER,PROFESSOR,4.6
Online Learning,1754,Brigham Young University - Idaho,Jeraldean,S.,Bascom,1989023,1,good,TEACHER,PROFESSOR,5.0
Psychology,1754,Brigham Young University - Idaho,Jason,,Basinger,2681158,4,average,TEACHER,PROFESSOR,3.0
Horticulture,1754,Brigham Young University - Idaho,Marilee,,Bass,921797,10,good,TEACHER,PROFESSOR,4.2
Mathematics,1754,Brigham Young University - Idaho,Larry,,Bassist,1596625,2,average,TEACHER,PROFESSOR,3.0
Art,1754,Brigham Young University - Idaho,Hattie,,Bates,1120851,10,good,TEACHER,PROFESSOR,4.3
Religion,1754,Brigham Young University - Idaho,Derald,O.,Bates,1854085,2,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Denny,,Bates,2272668,11,good,TEACHER,PROFESSOR,3.7
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Daniel,,Bates,2655527,2,good,TEACHER,PROFESSOR,5.0
Mathematics,1754,Brigham Young University - Idaho,Briana,,Bates,2811059,6,good,TEACHER,PROFESSOR,4.7
Theater,1754,Brigham Young University - Idaho,Justin,,Bates,705216,59,good,TEACHER,PROFESSOR,4.6
Art,1754,Brigham Young University - Idaho,Byron,,Bates,921129,35,good,TEACHER,PROFESSOR,3.7
English,1754,Brigham Young University - Idaho,Laura,,Baumgarten,2153248,1,good,TEACHER,PROFESSOR,5.0
Humanities,1754,Brigham Young University - Idaho,Martha,,Baumgarten,2126166,11,good,TEACHER,PROFESSOR,4.5
Computer Information Technology,1754,Brigham Young University - Idaho,Jeffrey,,Bauserman,2823523,1,good,TEACHER,PROFESSOR,4.0
Mathematics,1754,Brigham Young University - Idaho,Sarah,,Baxter,2359328,5,good,TEACHER,PROFESSOR,4.4
Mathematics,1754,Brigham Young University - Idaho,Jennifer,Dawson,Baxter,1994462,36,good,TEACHER,PROFESSOR,4.1
Biology,1754,Brigham Young University - Idaho,Logan,,Beach,2324796,2,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Tanya,,Beach,2354311,0,zero,TEACHER,PROFESSOR,N/A
Home & Family Studies,1754,Brigham Young University - Idaho,Amanda,,Beal,1492951,3,good,TEACHER,PROFESSOR,5.0
Management,1754,Brigham Young University - Idaho,Anthony,,Beal,2972850,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,Kay,,Beals,2507566,0,zero,TEACHER,PROFESSOR,N/A
Health Science,1754,Brigham Young University - Idaho,Kim,,Beam,2561875,9,good,TEACHER,PROFESSOR,4.6
Communication,1754,Brigham Young University - Idaho,Brent,,Bean,176767,195,good,TEACHER,PROFESSOR,3.8
Communication,1754,Brigham Young University - Idaho,Gaylynn,,Bean,1968674,36,good,TEACHER,PROFESSOR,4.7
Recreation,1754,Brigham Young University - Idaho,Robert,William,Bear,1946668,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,Robert,,Bear,1643025,72,good,TEACHER,PROFESSOR,3.8
Mathematics,1754,Brigham Young University - Idaho,Vanessa,,Beard,2951629,2,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Suzannah,,Beasley,1988994,1,good,TEACHER,PROFESSOR,5.0
Education,1754,Brigham Young University - Idaho,Josh,,Beattie,2128921,8,good,TEACHER,PROFESSOR,4.6
Chemistry,1754,Brigham Young University - Idaho,Hector,,Becerril-Garcia,1349070,94,good,TEACHER,PROFESSOR,4.2
Health Science,1754,Brigham Young University - Idaho,Celeste,,Beck,2392371,32,good,TEACHER,PROFESSOR,4.1
Business,1754,Brigham Young University - Idaho,Benjamin,,Beck,2580940,49,good,TEACHER,PROFESSOR,5.0
Computer Science,1754,Brigham Young University - Idaho,Ryan,,Beckstead,2389609,0,zero,TEACHER,PROFESSOR,N/A
Online Learning,1754,Brigham Young University - Idaho,Angela,,Beckstead,2569904,1,good,TEACHER,PROFESSOR,4.0
Religion,1754,Brigham Young University - Idaho,Mike,,Beckstrand,1885597,8,good,TEACHER,PROFESSOR,3.9
Child & Family Studies,1754,Brigham Young University - Idaho,Amanda,,Beebe,2969700,0,zero,TEACHER,PROFESSOR,N/A
Education,1754,Brigham Young University - Idaho,Emily,C,Belanger,2586044,3,good,TEACHER,PROFESSOR,4.3
Business,1754,Brigham Young University - Idaho,John,,Belisle,2526883,5,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,David,,Belka,748824,33,good,TEACHER,PROFESSOR,4.5
Business,1754,Brigham Young University - Idaho,Craig,,Bell,806928,78,average,TEACHER,PROFESSOR,3.0
Chemistry,1754,Brigham Young University - Idaho,Elizabeth,,Bell,2158049,46,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Craig,D.,Bell,2194070,1,poor,TEACHER,PROFESSOR,1.0
Computer Information Technology,1754,Brigham Young University - Idaho,Scott,Theodore,Bell,2293706,1,good,TEACHER,PROFESSOR,4.0
Online Learning,1754,Brigham Young University - Idaho,Jamie,,Bell,2338052,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,Trevor,,Bell,2424476,1,good,TEACHER,PROFESSOR,5.0
Accounting,1754,Brigham Young University - Idaho,David,Layne,Bell,2426771,0,zero,TEACHER,PROFESSOR,N/A
Accounting,1754,Brigham Young University - Idaho,Layne,,Bell,2417351,2,average,TEACHER,PROFESSOR,3.0
Child & Family Studies,1754,Brigham Young University - Idaho,Alyson,Kristen,Bell,2676360,2,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Wes,,Belnap,639152,53,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Wesley,,Belnap,1421757,13,good,TEACHER,PROFESSOR,4.7
Health amp Human Performance,1754,Brigham Young University - Idaho,Ryan,,Belton,2334166,1,good,TEACHER,PROFESSOR,5.0
Health Science,1754,Brigham Young University - Idaho,Merle,,Benedict ,2025561,23,good,TEACHER,PROFESSOR,4.2
Education,1754,Brigham Young University - Idaho,Sandro,,Benitez,1587096,38,good,TEACHER,PROFESSOR,4.1
Communication,1754,Brigham Young University - Idaho,Ron,,Bennett,446490,19,good,TEACHER,PROFESSOR,4.4
Online Learning,1754,Brigham Young University - Idaho,Rick,,Bennett,1810880,17,poor,TEACHER,PROFESSOR,2.2
Online Learning,1754,Brigham Young University - Idaho,Jamie,,Bennett,2381248,0,zero,TEACHER,PROFESSOR,N/A
Foundations,1754,Brigham Young University - Idaho,Ashley,,Benning,2469290,0,zero,TEACHER,PROFESSOR,N/A
Humanities,1754,Brigham Young University - Idaho,Ashley,,Benning,2351578,9,good,TEACHER,PROFESSOR,4.9
Health & Human Performance,1754,Brigham Young University - Idaho,Trevor,,Bennion,1795901,6,good,TEACHER,PROFESSOR,3.7
Nursing,1754,Brigham Young University - Idaho,Erin,,Bennion,2483144,27,good,TEACHER,PROFESSOR,4.4
Business,1754,Brigham Young University - Idaho,Ryan,,Bennion,2677238,9,average,TEACHER,PROFESSOR,3.4
English,1754,Brigham Young University - Idaho,Mark,,Bennion,850948,58,good,TEACHER,PROFESSOR,4.3
Recreation,1754,Brigham Young University - Idaho,Peter,,Benson,2159091,5,poor,TEACHER,PROFESSOR,1.8
Art,1754,Brigham Young University - Idaho,Hyrum,,Benson,2628639,6,good,TEACHER,PROFESSOR,3.8
Biology,1754,Brigham Young University - Idaho,Aurora,,Benson,2683158,4,good,TEACHER,PROFESSOR,3.8
Marketing,1754,Brigham Young University - Idaho,Stephen,,Benson,2880173,9,good,TEACHER,PROFESSOR,4.6
Theater,1754,Brigham Young University - Idaho,Gary,,Benson,230669,39,good,TEACHER,PROFESSOR,4.3
General Studies,1754,Brigham Young University - Idaho,Kimball,,Benson,1863910,3,good,TEACHER,PROFESSOR,3.7
Business,1754,Brigham Young University - Idaho,Julie,,Berg,2876887,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1754,Brigham Young University - Idaho,Bruce,,Bergen,2138441,3,poor,TEACHER,PROFESSOR,2.0
Foundations,1754,Brigham Young University - Idaho,Scott,,Bergendorf,2422767,7,poor,TEACHER,PROFESSOR,1.7
Career Development,1754,Brigham Young University - Idaho,Jennifer,,Bergeson,2693722,2,poor,TEACHER,PROFESSOR,1.0
Counseling,1754,Brigham Young University - Idaho,Amber,,Bergquist,2610468,1,good,TEACHER,PROFESSOR,5.0
Child & Family Studies,1754,Brigham Young University - Idaho,Amber ,,Bergquist,2861971,0,zero,TEACHER,PROFESSOR,N/A
Communication,1754,Brigham Young University - Idaho,Robyn,,Bergstrom,260083,28,good,TEACHER,PROFESSOR,4.5
Biology,1754,Brigham Young University - Idaho,Scott,,Bernhardt,2447702,6,average,TEACHER,PROFESSOR,2.8
English,1754,Brigham Young University - Idaho,Janet,,Bernice,2260721,4,good,TEACHER,PROFESSOR,3.5
Health  Human Performance,1754,Brigham Young University - Idaho,Mark,F,Bernsten,2187976,4,average,TEACHER,PROFESSOR,3.0
Physical Education,1754,Brigham Young University - Idaho,Mark,,Berntsen,954520,8,good,TEACHER,PROFESSOR,4.0
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Mark,,Berntsen,1663794,17,poor,TEACHER,PROFESSOR,1.9
Dance,1754,Brigham Young University - Idaho,Kira,,Bessey,2746560,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1754,Brigham Young University - Idaho,Matthew,,Bessey,2752182,1,good,TEACHER,PROFESSOR,4.0
Mathematics,1754,Brigham Young University - Idaho,Kent,,Bessey,696277,95,good,TEACHER,PROFESSOR,3.7
Communication,1754,Brigham Young University - Idaho,Cindy,,Bezas,2659618,0,zero,TEACHER,PROFESSOR,N/A
Psychology,1754,Brigham Young University - Idaho,Christopher,,Bezzant,2295454,28,average,TEACHER,PROFESSOR,2.7
English,1754,Brigham Young University - Idaho,Shanelle,,Bice,2854088,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1754,Brigham Young University - Idaho,Gracie,,Bickel,1885622,6,good,TEACHER,PROFESSOR,4.7
Biology,1754,Brigham Young University - Idaho,Coralie,,Biggs,2448739,0,zero,TEACHER,PROFESSOR,N/A
Foundations,1754,Brigham Young University - Idaho,Amber,,Bigler,2451027,2,good,TEACHER,PROFESSOR,5.0
Geology,1754,Brigham Young University - Idaho,Amber,,Bigler,2675245,2,good,TEACHER,PROFESSOR,4.5
English,1754,Brigham Young University - Idaho,Anne,,Billings,2682386,5,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Eric,,Billman,2063950,37,good,TEACHER,PROFESSOR,4.5
Art,1754,Brigham Young University - Idaho,Patricia,,Bingham,1787557,8,average,TEACHER,PROFESSOR,2.8
English,1754,Brigham Young University - Idaho,Don,,Bingham,2224941,28,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Ryan,,Bingham,2449562,8,poor,TEACHER,PROFESSOR,2.0
Religion,1754,Brigham Young University - Idaho,Deon,,Bingham,2783611,2,good,TEACHER,PROFESSOR,4.0
Computer Science,1754,Brigham Young University - Idaho,John,,Binns,2861266,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,David,,Binns,2468161,2,good,TEACHER,PROFESSOR,5.0
Computer Information Technology,1754,Brigham Young University - Idaho,Nathan,,Birch,2422623,30,good,TEACHER,PROFESSOR,5.0
Computer Science,1754,Brigham Young University - Idaho,Nathan,,Birch,3022796,0,zero,TEACHER,PROFESSOR,N/A
Economics,1754,Brigham Young University - Idaho,Matthew,,Birch,2657950,1,good,TEACHER,PROFESSOR,5.0
History,1754,Brigham Young University - Idaho,Rachel,,Birch,2040430,14,good,TEACHER,PROFESSOR,4.3
Computer Information Technology,1754,Brigham Young University - Idaho,Adam,,Bird,1877123,1,average,TEACHER,PROFESSOR,3.0
English,1754,Brigham Young University - Idaho,Rebecca,,Bird,2444122,21,poor,TEACHER,PROFESSOR,1.2
English,1754,Brigham Young University - Idaho,Robert,,Bird,636069,66,good,TEACHER,PROFESSOR,4.0
English,1754,Brigham Young University - Idaho,Rebbeca,,Bird,868096,33,poor,TEACHER,PROFESSOR,1.8
Academic Services,1754,Brigham Young University - Idaho,Ruth,,Bishop,860039,7,good,TEACHER,PROFESSOR,3.5
Mechanical Engineering,1754,Brigham Young University - Idaho,Jacob,Lowell,Bishop,2060561,3,average,TEACHER,PROFESSOR,2.7
Communication,1754,Brigham Young University - Idaho,James Jim,,Bishop,2126115,1,good,TEACHER,PROFESSOR,3.5
Child  Family Studies,1754,Brigham Young University - Idaho,Lisa,,Bishop,2178158,4,good,TEACHER,PROFESSOR,4.8
Art,1754,Brigham Young University - Idaho,Randy,,Bishop,2408718,4,good,TEACHER,PROFESSOR,4.5
Business,1754,Brigham Young University - Idaho,Jim,,Bishop,1999455,5,average,TEACHER,PROFESSOR,3.4
Foreign Languages & Literature,1754,Brigham Young University - Idaho,Melissa,,Bitton,2849001,1,good,TEACHER,PROFESSOR,5.0
Psychology,1754,Brigham Young University - Idaho,Kristen,,Bjork,2962448,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Aubrey,,Bjork,1883527,11,good,TEACHER,PROFESSOR,4.6
Online Learning,1754,Brigham Young University - Idaho,Paul,,Black,1663068,4,good,TEACHER,PROFESSOR,4.3
Psychology,1754,Brigham Young University - Idaho,Jana,,Black,2473549,5,good,TEACHER,PROFESSOR,4.6
Religion,1754,Brigham Young University - Idaho,Kyle,,Black,860035,290,good,TEACHER,PROFESSOR,4.1
Business,1754,Brigham Young University - Idaho,April,,Black,2551217,11,good,TEACHER,PROFESSOR,4.4
English,1754,Brigham Young University - Idaho,Torri,,Black,1260753,19,good,TEACHER,PROFESSOR,4.5
Biology,1754,Brigham Young University - Idaho,Abigail,,Blades,2619279,1,good,TEACHER,PROFESSOR,4.0
Music,1754,Brigham Young University - Idaho,Katelynd,,Blake,1592140,2,good,TEACHER,PROFESSOR,3.5
Child & Family Studies,1754,Brigham Young University - Idaho,Julann,,Blake,1021630,14,good,TEACHER,PROFESSOR,4.7
Physical Education,1754,Brigham Young University - Idaho,Claire,,Blakeley,939071,30,poor,TEACHER,PROFESSOR,1.6
Child & Family Studies,1754,Brigham Young University - Idaho,Teresa,,Blakely,1021632,16,good,TEACHER,PROFESSOR,4.3
Sociology,1754,Brigham Young University - Idaho,Jonathan ,,Blakeman,2872537,0,zero,TEACHER,PROFESSOR,N/A
Sociology,1754,Brigham Young University - Idaho,Jon,,Blakeman ,2859536,11,good,TEACHER,PROFESSOR,4.4
Online Learning,1754,Brigham Young University - Idaho,Victoria,,Blanchard,1889583,0,zero,TEACHER,PROFESSOR,N/A
Humanities,1754,Brigham Young University - Idaho,Eric,,Blanchard,2182027,14,good,TEACHER,PROFESSOR,4.2
Music,1754,Brigham Young University - Idaho,Carol,,Blanchard,2453922,2,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Teresa Ann,,Blanchard,2706602,4,good,TEACHER,PROFESSOR,4.5
Accounting,1754,Brigham Young University - Idaho,Todd,,Blanchard,782430,66,good,TEACHER,PROFESSOR,3.8
Religion,1754,Brigham Young University - Idaho,Teresa,,Blanchard,2069089,47,good,TEACHER,PROFESSOR,4.7
Agriculture,1754,Brigham Young University - Idaho,Greg,,Blaser,310085,8,good,TEACHER,PROFESSOR,4.6
Architecture,1754,Brigham Young University - Idaho,Brian,,Blaylock,993417,14,good,TEACHER,PROFESSOR,4.3
Online Learning,1754,Brigham Young University - Idaho,Preston,S.,Blaylock,2363109,2,good,TEACHER,PROFESSOR,3.5
Computer Information Technology,1754,Brigham Young University - Idaho,Jason,,Blazzard,2091953,25,good,TEACHER,PROFESSOR,3.9
Online Learning,1754,Brigham Young University - Idaho,Sylvia,,Blimes,1989025,14,good,TEACHER,PROFESSOR,4.6
Humanities,1754,Brigham Young University - Idaho,April,,Blount,2021901,12,average,TEACHER,PROFESSOR,2.8
Foundations,1754,Brigham Young University - Idaho,Blaine,,Bockholt,2479267,4,poor,TEACHER,PROFESSOR,2.2
Art,1754,Brigham Young University - Idaho,Vince,,Bodily,749366,34,average,TEACHER,PROFESSOR,3.4
Foundations,1754,Brigham Young University - Idaho,Brittany,,Bohne,2449555,3,average,TEACHER,PROFESSOR,3.0
Not Specified,1754,Brigham Young University - Idaho,Jeff,,Bohne,1464894,11,good,TEACHER,PROFESSOR,4.2
Online Learning,1754,Brigham Young University - Idaho,Trina,L,Boice,1825963,8,good,TEACHER,PROFESSOR,4.8
General Studies,1754,Brigham Young University - Idaho,James,,Bolen,2124128,13,good,TEACHER,PROFESSOR,4.6
Religion,1754,Brigham Young University - Idaho,Michael,K,Bolingbroke,1773080,94,good,TEACHER,PROFESSOR,4.6
English,1754,Brigham Young University - Idaho,Colleen,,Bond,2582351,3,poor,TEACHER,PROFESSOR,1.3
Dance,1754,Brigham Young University - Idaho,Wendy,,Bone,388183,45,good,TEACHER,PROFESSOR,4.1
Online Learning,1754,Brigham Young University - Idaho,Travis,,Bonsteel,2561725,3,average,TEACHER,PROFESSOR,3.3
Art,1754,Brigham Young University - Idaho,Nicholas,,Bontorno,2501331,3,good,TEACHER,PROFESSOR,4.7
General Studies,1754,Brigham Young University - Idaho,Randy,,Booth,1666433,10,average,TEACHER,PROFESSOR,2.8
Home amp Family Studies,1754,Brigham Young University - Idaho,Lucie,,Bornmann,2479118,17,good,TEACHER,PROFESSOR,4.6
