tDept,tSid,institution_name,tFname,tMiddlename,tLname,tid,tNumRatings,rating_class,contentType,categoryType,overall_rating
Humanities,1754,Brigham Young University - Idaho,Sandy,,Holbrook,2587678,4,good,TEACHER,PROFESSOR,4.0
Communication,1754,Brigham Young University - Idaho,Brett,,Holbrook,2917469,1,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Darin,,Holderness,1703568,1,good,TEACHER,PROFESSOR,5.0
Mechanical Engineering,1754,Brigham Young University - Idaho,Robert,,Holgate,2586063,13,good,TEACHER,PROFESSOR,5.0
Computer Science,1754,Brigham Young University - Idaho,Doug,,Holladay,2393906,1,good,TEACHER,PROFESSOR,4.0
EMT & Paramedic,1754,Brigham Young University - Idaho,Steve,,Holley,1479283,15,good,TEACHER,PROFESSOR,4.3
English,1754,Brigham Young University - Idaho,Zoey,,Holley,2737137,3,good,TEACHER,PROFESSOR,4.3
Business,1754,Brigham Young University - Idaho,Sean,,Holliday,2940850,2,average,TEACHER,PROFESSOR,3.0
International Studies,1754,Brigham Young University - Idaho,Guy,,Hollingsworth,1649988,13,good,TEACHER,PROFESSOR,3.7
Business,1754,Brigham Young University - Idaho,David,E.,Hollingsworth,2241661,8,average,TEACHER,PROFESSOR,3.2
Business,1754,Brigham Young University - Idaho,Wayne,A,Hollman,2424743,3,good,TEACHER,PROFESSOR,3.7
Economics,1754,Brigham Young University - Idaho,Wayne,,Hollman,1883112,10,poor,TEACHER,PROFESSOR,2.1
Business,1754,Brigham Young University - Idaho,Kurt,,Holm,2235708,4,good,TEACHER,PROFESSOR,4.3
Music,1754,Brigham Young University - Idaho,Bill,,Holman,417304,13,average,TEACHER,PROFESSOR,3.3
Music,1754,Brigham Young University - Idaho,Scarlett,,Holman,823531,4,good,TEACHER,PROFESSOR,4.1
Business,1754,Brigham Young University - Idaho,Mark,,Holmes,2082938,10,good,TEACHER,PROFESSOR,4.2
English,1754,Brigham Young University - Idaho,Karen,,Holt,176742,62,average,TEACHER,PROFESSOR,2.8
Business,1754,Brigham Young University - Idaho,Josh,,Holt,629916,53,average,TEACHER,PROFESSOR,3.0
Religion,1754,Brigham Young University - Idaho,Melanie,,Holt,2123190,5,good,TEACHER,PROFESSOR,4.8
Nursing,1754,Brigham Young University - Idaho,Olivia,,Holt,2550949,1,good,TEACHER,PROFESSOR,4.0
Biology,1754,Brigham Young University - Idaho,Alan,,Holyoak,613258,2335,good,TEACHER,PROFESSOR,4.0
Career Development,1754,Brigham Young University - Idaho,Mark,,Homer,2712403,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1754,Brigham Young University - Idaho,Kelly,,Honeycutt,1991720,14,poor,TEACHER,PROFESSOR,2.3
English,1754,Brigham Young University - Idaho,Rebekah,,Hood,2584584,2,good,TEACHER,PROFESSOR,5.0
Dance,1754,Brigham Young University - Idaho,Ashley,,Hoopes,1667364,1,good,TEACHER,PROFESSOR,5.0
Business,1754,Brigham Young University - Idaho,Rebekah,,Hoopes,2452625,6,good,TEACHER,PROFESSOR,5.0
Music,1754,Brigham Young University - Idaho,Nancy,,Hopkin,855810,8,good,TEACHER,PROFESSOR,3.5
English,1754,Brigham Young University - Idaho,Steven,,Hopkins,2539035,27,good,TEACHER,PROFESSOR,4.0
Business,1754,Brigham Young University - Idaho,Nick,,Hopkins,2303572,3,poor,TEACHER,PROFESSOR,2.3
Biology,1754,Brigham Young University - Idaho,McEwan,,Hopkins,2504991,13,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Trish,,Hopkins,1777538,11,good,TEACHER,PROFESSOR,3.5
Health Science,1754,Brigham Young University - Idaho,Jim,,Hopla,1321631,40,good,TEACHER,PROFESSOR,4.4
Psychology,1754,Brigham Young University - Idaho,Joseph,,Horner,2258720,8,poor,TEACHER,PROFESSOR,1.0
Recreation,1754,Brigham Young University - Idaho,Christopher,,Horsey,2983513,1,poor,TEACHER,PROFESSOR,1.0
Computer Information Technology,1754,Brigham Young University - Idaho,Rob,,Horton,2150354,4,poor,TEACHER,PROFESSOR,2.0
Religion,1754,Brigham Young University - Idaho,Andrew,,Horton,2677938,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,Christina,,Hoskin,2611238,13,good,TEACHER,PROFESSOR,4.5
Home & Family Studies,1754,Brigham Young University - Idaho,Staci,,Hoskins,2929690,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,Bruce,,Hough,2805966,4,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Kristina,,Houghtaling,1852937,3,good,TEACHER,PROFESSOR,5.0
Home amp Family Studies,1754,Brigham Young University - Idaho,Kelli,,Houghton,2604591,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Jolene,,Houston,2520472,3,good,TEACHER,PROFESSOR,3.7
Education,1754,Brigham Young University - Idaho,Deanna,,Hovey,1299244,137,average,TEACHER,PROFESSOR,3.5
Art,1754,Brigham Young University - Idaho,Tom,,Howard,1698973,7,poor,TEACHER,PROFESSOR,2.3
Business,1754,Brigham Young University - Idaho,Gordon,,Howard,2109413,1,poor,TEACHER,PROFESSOR,1.0
Communication,1754,Brigham Young University - Idaho,Kami,Lee,Howard,2269124,6,good,TEACHER,PROFESSOR,5.0
Mathematics,1754,Brigham Young University - Idaho,Daris,,Howard,310328,120,average,TEACHER,PROFESSOR,2.9
Mathematics,1754,Brigham Young University - Idaho,Danial,,Howard,417307,21,average,TEACHER,PROFESSOR,3.4
Communication,1754,Brigham Young University - Idaho,Brian,,Howard,857444,43,average,TEACHER,PROFESSOR,3.4
Education,1754,Brigham Young University - Idaho,Donna,,Howard,1937788,10,average,TEACHER,PROFESSOR,2.8
Health  Human Performance,1754,Brigham Young University - Idaho,Jodi,,Howard,2119870,7,good,TEACHER,PROFESSOR,3.8
Communication,1754,Brigham Young University - Idaho,Timothy,M.,Howe,2635905,0,zero,TEACHER,PROFESSOR,N/A
Art,1754,Brigham Young University - Idaho,David,,Howe,2877341,0,zero,TEACHER,PROFESSOR,N/A
Art,1754,Brigham Young University - Idaho,Tim,,Howe,2189760,38,good,TEACHER,PROFESSOR,4.1
Automotive Technology,1754,Brigham Young University - Idaho,Leonard,,Howe,2202015,4,good,TEACHER,PROFESSOR,4.8
Economics,1754,Brigham Young University - Idaho,Bryant,R,Howe,2536084,6,good,TEACHER,PROFESSOR,3.5
Physics,1754,Brigham Young University - Idaho,Vanessa,,Howe,2998735,1,good,TEACHER,PROFESSOR,5.0
Accounting,1754,Brigham Young University - Idaho,Mark,,Howell,2706721,13,good,TEACHER,PROFESSOR,4.8
Not Specified,1754,Brigham Young University - Idaho,Marie Shiloh,,Howland,1649822,5,average,TEACHER,PROFESSOR,3.2
Political Science,1754,Brigham Young University - Idaho,Matthew,,Hoyt,2685643,4,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Reagan,,Hritz,2540588,2,good,TEACHER,PROFESSOR,3.5
Online Learning,1754,Brigham Young University - Idaho,Raegan,,Hritz,1660999,11,good,TEACHER,PROFESSOR,4.3
Home & Family Studies,1754,Brigham Young University - Idaho,Kerry,,Huber,1890203,1,good,TEACHER,PROFESSOR,5.0
Home amp Family Studies,1754,Brigham Young University - Idaho,Bonnie,,Hubert,2479278,11,average,TEACHER,PROFESSOR,3.3
Theology,1754,Brigham Young University - Idaho,Roy,,Huff,305782,100,good,TEACHER,PROFESSOR,4.6
Religion,1754,Brigham Young University - Idaho,Roy,,Huff,1109916,15,good,TEACHER,PROFESSOR,4.1
English,1754,Brigham Young University - Idaho,Melissa,Lee,Huff,1768075,10,good,TEACHER,PROFESSOR,5.0
Child & Family Studies,1754,Brigham Young University - Idaho,Stacey,,Huffaker,1879016,6,poor,TEACHER,PROFESSOR,1.8
Religion,1754,Brigham Young University - Idaho,Matthew,,Huffaker,1992192,11,good,TEACHER,PROFESSOR,4.8
Education,1754,Brigham Young University - Idaho,Carol,L.,Hughes,1878719,0,zero,TEACHER,PROFESSOR,N/A
Computer Information Technology,1754,Brigham Young University - Idaho,Joel,,Hughes,1939135,5,poor,TEACHER,PROFESSOR,2.0
English,1754,Brigham Young University - Idaho,Kathryn,,Hughes,2706770,3,poor,TEACHER,PROFESSOR,1.0
Architecture,1754,Brigham Young University - Idaho,Patrick,,Huish,925118,13,good,TEACHER,PROFESSOR,4.3
Psychology,1754,Brigham Young University - Idaho,Dean,,Huisken,2998794,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,Aaron,,Hull,2611046,2,good,TEACHER,PROFESSOR,5.0
Marketing,1754,Brigham Young University - Idaho,Brandon,,Hull,3019212,1,good,TEACHER,PROFESSOR,5.0
Art,1754,Brigham Young University - Idaho,Thomas,,Hull,2029281,4,average,TEACHER,PROFESSOR,3.0
Humanities,1754,Brigham Young University - Idaho,Julie Ann,,Hulme,1969230,7,good,TEACHER,PROFESSOR,4.6
Health & Human Performance,1754,Brigham Young University - Idaho,Sarah,,Hulse,2487891,1,poor,TEACHER,PROFESSOR,1.0
"Ag Bus, Plant & Animal Sci",1754,Brigham Young University - Idaho,Philip,,Humphrey,2675556,1,good,TEACHER,PROFESSOR,4.0
Accounting,1754,Brigham Young University - Idaho,Phillip,,Humphrey,2855569,1,poor,TEACHER,PROFESSOR,2.0
Ag Bus Plant  Animal Sci,1754,Brigham Young University - Idaho,Chris,,Humphreys,2022208,17,good,TEACHER,PROFESSOR,3.9
Agronomy,1754,Brigham Young University - Idaho,Chris,,Humphries,1986022,2,good,TEACHER,PROFESSOR,4.0
English,1754,Brigham Young University - Idaho,Katie,,Hundley,2785348,0,zero,TEACHER,PROFESSOR,N/A
Online Learning,1754,Brigham Young University - Idaho,Katie,,Hundley,2785364,2,average,TEACHER,PROFESSOR,3.0
Languages,1754,Brigham Young University - Idaho,Steven,,Hunsaker,445343,44,good,TEACHER,PROFESSOR,4.3
Accounting,1754,Brigham Young University - Idaho,Stephen P.,,Hunt,1733810,731,good,TEACHER,PROFESSOR,4.3
English,1754,Brigham Young University - Idaho,Murray,,Hunt,691929,381,good,TEACHER,PROFESSOR,4.5
Biology,1754,Brigham Young University - Idaho,Jason,,Hunt,648513,179,good,TEACHER,PROFESSOR,4.5
Nursing,1754,Brigham Young University - Idaho,Tana,,Hunter,911369,27,average,TEACHER,PROFESSOR,3.4
Humanities,1754,Brigham Young University - Idaho,Amy,,Hunter,1848778,2,poor,TEACHER,PROFESSOR,1.5
General Studies,1754,Brigham Young University - Idaho,John,,Hunter,2115295,5,good,TEACHER,PROFESSOR,4.6
Computer Science,1754,Brigham Young University - Idaho,Russell,,Hunter,2863513,0,zero,TEACHER,PROFESSOR,N/A
Electrical Engineering,1754,Brigham Young University - Idaho,Stevan,G.,Hunter,2474878,6,average,TEACHER,PROFESSOR,3.0
Business,1754,Brigham Young University - Idaho,Tania,,Hunter,2839272,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Jennifer,,Hunter,1991689,24,poor,TEACHER,PROFESSOR,2.2
Automotive Technology,1754,Brigham Young University - Idaho,Keegan,,Hunter,2119143,13,good,TEACHER,PROFESSOR,4.8
Art,1754,Brigham Young University - Idaho,Wade,,Huntsman,630389,48,good,TEACHER,PROFESSOR,4.8
Foundations,1754,Brigham Young University - Idaho,Lori,,Hurd,2348117,4,average,TEACHER,PROFESSOR,2.5
Business,1754,Brigham Young University - Idaho,Casey,,Hurley,545951,58,average,TEACHER,PROFESSOR,3.3
Geology,1754,Brigham Young University - Idaho,Coreen,,Hurst,2150357,1,good,TEACHER,PROFESSOR,4.0
Biology,1754,Brigham Young University - Idaho,Brett,,Hurst,2395041,3,good,TEACHER,PROFESSOR,4.3
Mathematics,1754,Brigham Young University - Idaho,Rachel,,Hurst,2143722,15,good,TEACHER,PROFESSOR,4.9
Psychology,1754,Brigham Young University - Idaho,Jordan,,Hyde,1663811,15,average,TEACHER,PROFESSOR,3.5
Health & Human Performance,1754,Brigham Young University - Idaho,Andrew,,Hyde,2860748,6,good,TEACHER,PROFESSOR,5.0
Communication,1754,Brigham Young University - Idaho,Euleza,,Hymas,2403693,0,zero,TEACHER,PROFESSOR,N/A
Biology,1754,Brigham Young University - Idaho,Cesar,,Ibanez Corro,2505665,16,good,TEACHER,PROFESSOR,4.9
Biology,1754,Brigham Young University - Idaho,Beverly ,,Ibrahim,2862836,4,good,TEACHER,PROFESSOR,5.0
Psychology,1754,Brigham Young University - Idaho,Erin,N,Idaho,2451703,0,zero,TEACHER,PROFESSOR,N/A
Economics,1754,Brigham Young University - Idaho,Tarah,,Ikahihifo,2497609,0,zero,TEACHER,PROFESSOR,N/A
English,1754,Brigham Young University - Idaho,Tessa,,Ili,2706973,1,poor,TEACHER,PROFESSOR,2.0
Art,1754,Brigham Young University - Idaho,Kyle,J.,Iman,2499635,3,average,TEACHER,PROFESSOR,3.3
Political Science,1754,Brigham Young University - Idaho,Bob,,Inama,318919,93,average,TEACHER,PROFESSOR,3.0
Health Science,1754,Brigham Young University - Idaho,Matthew,Daniel,Inama,2425698,3,average,TEACHER,PROFESSOR,2.7
Horticulture,1754,Brigham Young University - Idaho,Wendy,,Infanger,1545708,6,average,TEACHER,PROFESSOR,3.2
Art,1754,Brigham Young University - Idaho,Ada,,Ingram,2349247,0,zero,TEACHER,PROFESSOR,N/A
Communication,1754,Brigham Young University - Idaho,Diana,,Irwin,2629575,8,good,TEACHER,PROFESSOR,5.0
Foreign Languages  Literature,1754,Brigham Young University - Idaho,Francesca ,,Isaia ,1942871,3,good,TEACHER,PROFESSOR,4.8
Religion,1754,Brigham Young University - Idaho,McKay,,Isham,2598252,0,zero,TEACHER,PROFESSOR,N/A
Communication,1754,Brigham Young University - Idaho,Brandon,,Isle,2317962,10,good,TEACHER,PROFESSOR,4.6
Computer Science,1754,Brigham Young University - Idaho,Joshua,,Isom,2912864,0,zero,TEACHER,PROFESSOR,N/A
Foreign Languages & Literature,1754,Brigham Young University - Idaho,John,,Ivers,635741,66,good,TEACHER,PROFESSOR,4.9
English,1754,Brigham Young University - Idaho,Kirsten,,Ivy,2058525,19,average,TEACHER,PROFESSOR,3.1
Electrical Engineering,1754,Brigham Young University - Idaho,Nathan,,Jack,2860729,1,good,TEACHER,PROFESSOR,5.0
Electrical Engineering,1754,Brigham Young University - Idaho,Randall,,Jack,2253274,34,good,TEACHER,PROFESSOR,4.8
Online Learning,1754,Brigham Young University - Idaho,Susan,,Jackman,1988996,15,average,TEACHER,PROFESSOR,2.7
Business,1754,Brigham Young University - Idaho,Kent,,Jackson,177665,25,poor,TEACHER,PROFESSOR,2.4
English,1754,Brigham Young University - Idaho,Sarah,,Jackson,1089515,4,good,TEACHER,PROFESSOR,4.7
English,1754,Brigham Young University - Idaho,Christal,,Jackson,1990774,2,poor,TEACHER,PROFESSOR,1.0
Foundations,1754,Brigham Young University - Idaho,Chad,,Jackson,2248304,3,average,TEACHER,PROFESSOR,3.3
Home & Family Studies,1754,Brigham Young University - Idaho,Amanda,,Jackson,2411975,11,average,TEACHER,PROFESSOR,2.6
Communication,1754,Brigham Young University - Idaho,Laurene,,Jackson,1425625,60,good,TEACHER,PROFESSOR,4.7
Computer Information Technology,1754,Brigham Young University - Idaho,Michael,,Jacob,2611880,1,good,TEACHER,PROFESSOR,4.0
Communication,1754,Brigham Young University - Idaho,Adam,,Jacobs ,2927590,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1754,Brigham Young University - Idaho,Ryan,,Jacobsen,2306605,2,good,TEACHER,PROFESSOR,4.5
Accounting,1754,Brigham Young University - Idaho,Adam,,Jacobsmeyer,2550047,0,zero,TEACHER,PROFESSOR,N/A
Dance,1754,Brigham Young University - Idaho,Autumn,,Jacobson,1649828,1,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Sarah,,Jaggi,2584769,5,average,TEACHER,PROFESSOR,3.4
Architecture,1754,Brigham Young University - Idaho,Marcy,,Jagielski,2118427,0,zero,TEACHER,PROFESSOR,N/A
Computer Information Technology,1754,Brigham Young University - Idaho,Gary,,James,2384070,0,zero,TEACHER,PROFESSOR,N/A
Computer Science,1754,Brigham Young University - Idaho,Gary,,James,2157274,6,good,TEACHER,PROFESSOR,4.2
Mathematics,1754,Brigham Young University - Idaho,Jana,,James,2479976,2,good,TEACHER,PROFESSOR,5.0
Religion,1754,Brigham Young University - Idaho,Mark,,James,2558890,8,good,TEACHER,PROFESSOR,3.5
Nursing,1754,Brigham Young University - Idaho,Dixie,Dawn,Jamison,2349451,5,good,TEACHER,PROFESSOR,4.2
Academic Services,1754,Brigham Young University - Idaho,David,,Jamison,2334460,126,good,TEACHER,PROFESSOR,4.6
Communication,1754,Brigham Young University - Idaho,Steve,,Janes,971393,15,good,TEACHER,PROFESSOR,3.7
Religion,1754,Brigham Young University - Idaho,Adam,,Jardine,2611431,2,good,TEACHER,PROFESSOR,4.5
Home & Family Studies,1754,Brigham Young University - Idaho,Emily,,Jardine,2881263,3,good,TEACHER,PROFESSOR,5.0
Mechanical Engineering,1754,Brigham Young University - Idaho,Mark,,Jaster,2280685,3,good,TEACHER,PROFESSOR,4.0
Business,1754,Brigham Young University - Idaho,Sharee,,Jeffs,2316283,14,good,TEACHER,PROFESSOR,3.8
Health  Human Performance,1754,Brigham Young University - Idaho,Heidi,,Jeffs,2119863,27,good,TEACHER,PROFESSOR,4.7
Chemistry,1754,Brigham Young University - Idaho,Brooke,,Jenkins,2474160,3,average,TEACHER,PROFESSOR,3.0
English,1754,Brigham Young University - Idaho,Jolene,,Jenkins,2872392,0,zero,TEACHER,PROFESSOR,N/A
English,1754,Brigham Young University - Idaho,Lisa,Marie,Jenkins,2237353,3,average,TEACHER,PROFESSOR,3.0
Nursing,1754,Brigham Young University - Idaho,Kendra,,Jenks,2567467,4,good,TEACHER,PROFESSOR,5.0
Architecture,1754,Brigham Young University - Idaho,Garth,,Jensen,688203,26,average,TEACHER,PROFESSOR,3.4
Mathematics,1754,Brigham Young University - Idaho,Jana,,Jensen,1072287,7,poor,TEACHER,PROFESSOR,1.6
Economics,1754,Brigham Young University - Idaho,Will,,Jensen,1112597,18,good,TEACHER,PROFESSOR,3.5
Religion,1754,Brigham Young University - Idaho,James,,Jensen,1589408,8,good,TEACHER,PROFESSOR,4.9
Business,1754,Brigham Young University - Idaho,Jeremy,,Jensen,2125641,1,good,TEACHER,PROFESSOR,5.0
Psychology,1754,Brigham Young University - Idaho,Kyle,,Jensen,2270050,89,good,TEACHER,PROFESSOR,4.0
Economics,1754,Brigham Young University - Idaho,William,,Jensen,2321626,2,good,TEACHER,PROFESSOR,4.5
Physics,1754,Brigham Young University - Idaho,Shannon,,Jensen,2329174,1,poor,TEACHER,PROFESSOR,1.0
Health Science,1754,Brigham Young University - Idaho,Josh,,Jensen,2579378,2,average,TEACHER,PROFESSOR,3.0
Career Development,1754,Brigham Young University - Idaho,Rebecca,,Jensen,2686873,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1754,Brigham Young University - Idaho,crystal,,Jensen,2991068,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,Kendra,,Jensen,3022522,1,good,TEACHER,PROFESSOR,5.0
Online Learning,1754,Brigham Young University - Idaho,Crystal,,Jensen,2267825,9,average,TEACHER,PROFESSOR,3.3
Religion,1754,Brigham Young University - Idaho,Amanda,,Jensen,2610923,8,good,TEACHER,PROFESSOR,4.1
Biology,1754,Brigham Young University - Idaho,Adam,,Jensen,2709613,3,good,TEACHER,PROFESSOR,4.7
Art,1754,Brigham Young University - Idaho,Valrie,,Jensen,2709859,3,poor,TEACHER,PROFESSOR,1.0
Humanities,1754,Brigham Young University - Idaho,Derek,,Jensen,1057543,119,good,TEACHER,PROFESSOR,3.9
Architecture,1754,Brigham Young University - Idaho,Shawn,,Jensen,1297519,16,good,TEACHER,PROFESSOR,3.8
Economics,1754,Brigham Young University - Idaho,Will,,Jenson,1417394,3,good,TEACHER,PROFESSOR,3.9
Economics,1754,Brigham Young University - Idaho,William,,Jenson,1430531,11,average,TEACHER,PROFESSOR,2.8
Sociology,1754,Brigham Young University - Idaho,Tiffany,,Jenson,1666844,35,good,TEACHER,PROFESSOR,4.3
Economics,1754,Brigham Young University - Idaho,Jeffrey,Brice,Jenson,2039580,0,zero,TEACHER,PROFESSOR,N/A
Business,1754,Brigham Young University - Idaho,Nathan,,Jenson,2609069,2,average,TEACHER,PROFESSOR,2.5
Sociology,1754,Brigham Young University - Idaho,Catherine,,Jeppsen,1616985,8,poor,TEACHER,PROFESSOR,1.0
Health Science,1754,Brigham Young University - Idaho,Juliann,,Jeppsen,3020962,0,zero,TEACHER,PROFESSOR,N/A
Health & Human Performance,1754,Brigham Young University - Idaho,Juliann,M,Jeppsen,2395378,4,poor,TEACHER,PROFESSOR,1.5
Art,1754,Brigham Young University - Idaho,Bradley,,Jeppson,2238350,5,average,TEACHER,PROFESSOR,3.0
Religion,1754,Brigham Young University - Idaho,Jared,A,Jepson,2683012,2,good,TEACHER,PROFESSOR,5.0
Psychology,1754,Brigham Young University - Idaho,Eric,,Jerald,2825866,0,zero,TEACHER,PROFESSOR,N/A
Home & Family Studies,1754,Brigham Young University - Idaho,Rachel,,Jessen,2863053,3,good,TEACHER,PROFESSOR,4.0
Online Learning,1754,Brigham Young University - Idaho,Rachel,,Jessen,2863054,2,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Riana,,Jevne,3019824,0,zero,TEACHER,PROFESSOR,N/A
Recreation,1754,Brigham Young University - Idaho,Jerald,,Jex,238632,8,good,TEACHER,PROFESSOR,4.1
Child amp Family Studies,1754,Brigham Young University - Idaho,Kristin,,Jibson,2506009,1,good,TEACHER,PROFESSOR,4.0
Biology,1754,Brigham Young University - Idaho,Michael,,Jimenez,2353965,5,good,TEACHER,PROFESSOR,5.0
English,1754,Brigham Young University - Idaho,Charlene,,Jimenez,2535894,2,poor,TEACHER,PROFESSOR,1.5
Art,1754,Brigham Young University - Idaho,Carla,,Jimison,1000789,35,average,TEACHER,PROFESSOR,3.0
History,1754,Brigham Young University - Idaho,Shawn,,Johansen,636391,108,good,TEACHER,PROFESSOR,3.6
English,1754,Brigham Young University - Idaho,Sam,,Johansen,1710569,10,good,TEACHER,PROFESSOR,4.5
Mechanical Engineering,1754,Brigham Young University - Idaho,Paul ,,Johanson,2871966,0,zero,TEACHER,PROFESSOR,N/A
Mathematics,1754,Brigham Young University - Idaho,Paul,,Johanson,699987,99,good,TEACHER,PROFESSOR,3.9
Recreation,1754,Brigham Young University - Idaho,Emily,,Johansson,2836609,2,good,TEACHER,PROFESSOR,5.0
Horticulture,1754,Brigham Young University - Idaho,Byron,,John,1005234,12,average,TEACHER,PROFESSOR,3.4
Home & Family Studies,1754,Brigham Young University - Idaho,Timmie L.,,John,1782157,14,good,TEACHER,PROFESSOR,4.3
Business,1754,Brigham Young University - Idaho,Marvin,J,Johns,2103766,73,good,TEACHER,PROFESSOR,4.3
Chemistry,1754,Brigham Young University - Idaho,Aaron,,Johnson,1671586,48,average,TEACHER,PROFESSOR,3.2
Sociology,1754,Brigham Young University - Idaho,Daniel,,Johnson,1704487,1,good,TEACHER,PROFESSOR,5.0
Health Science,1754,Brigham Young University - Idaho,Aimee,L,Johnson,1972092,12,good,TEACHER,PROFESSOR,4.1
Home  Family Studies,1754,Brigham Young University - Idaho,Sarah,,Johnson,2101068,1,poor,TEACHER,PROFESSOR,1.0
Geology,1754,Brigham Young University - Idaho,Doug,,Johnson,2114471,4,average,TEACHER,PROFESSOR,2.6
Business,1754,Brigham Young University - Idaho,Tracey,Dawn,Johnson,2386899,6,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Guy,Dean,Johnson,2562490,0,zero,TEACHER,PROFESSOR,N/A
General Studies,1754,Brigham Young University - Idaho,Maren,,Johnson,2611451,0,zero,TEACHER,PROFESSOR,N/A
Child & Family Studies,1754,Brigham Young University - Idaho,Melanie,,Johnson,2893064,0,zero,TEACHER,PROFESSOR,N/A
Religion,1754,Brigham Young University - Idaho,Kirk,,Johnson,2943613,14,good,TEACHER,PROFESSOR,5.0
Biology,1754,Brigham Young University - Idaho,Kaylie,,Johnson,2943048,9,good,TEACHER,PROFESSOR,4.0
Mechanical Engineering,1754,Brigham Young University - Idaho,David Page,,Johnson,1456806,21,average,TEACHER,PROFESSOR,2.8
Education,1754,Brigham Young University - Idaho,Sarah,,Johnson,2151274,1,good,TEACHER,PROFESSOR,5.0
Physics,1754,Brigham Young University - Idaho,Michael,T,Johnson,2238568,5,good,TEACHER,PROFESSOR,3.6
Chemistry,1754,Brigham Young University - Idaho,Scott,,Johnson,2299536,23,good,TEACHER,PROFESSOR,4.9
Mathematics,1754,Brigham Young University - Idaho,Katrina,,Johnson,2383760,81,good,TEACHER,PROFESSOR,3.6
Chemistry,1754,Brigham Young University - Idaho,Roger,Scott,Johnson,2389875,5,good,TEACHER,PROFESSOR,5.0
Economics,1754,Brigham Young University - Idaho,Alena,,Johnson,2654166,3,good,TEACHER,PROFESSOR,4.7
Business,1754,Brigham Young University - Idaho,Dale,,Johnson,2702258,4,average,TEACHER,PROFESSOR,3.2
Accounting,1754,Brigham Young University - Idaho,Kathryn,,Johnson,2707215,11,good,TEACHER,PROFESSOR,5.0
Marketing,1754,Brigham Young University - Idaho,Craig,,Johnson,2743127,1,poor,TEACHER,PROFESSOR,1.0
Computer Science,1754,Brigham Young University - Idaho,Tracy,,Johnson,2745496,1,average,TEACHER,PROFESSOR,3.0
Home & Family Studies,1754,Brigham Young University - Idaho,Melanie,,Johnson,2761426,6,good,TEACHER,PROFESSOR,3.8
Home & Family Studies,1754,Brigham Young University - Idaho,Bryanna,,Johnson,2762842,24,good,TEACHER,PROFESSOR,4.6
Accounting,1754,Brigham Young University - Idaho,Douglas,,Johnson,2841362,6,good,TEACHER,PROFESSOR,3.8
Child & Family Studies,1754,Brigham Young University - Idaho,Chad ,,Johnson,2864438,1,poor,TEACHER,PROFESSOR,1.0
"Ag Bus, Plant & Animal Sci",1754,Brigham Young University - Idaho,Tricia,,Johnson,2960186,1,good,TEACHER,PROFESSOR,5.0
Mathematics,1754,Brigham Young University - Idaho,Craig,,Johnson,629697,132,good,TEACHER,PROFESSOR,3.9
Education,1754,Brigham Young University - Idaho,Dana,,Johnson,926689,58,good,TEACHER,PROFESSOR,4.7
Physics,1754,Brigham Young University - Idaho,Jon Paul,,Johnson,1482897,91,good,TEACHER,PROFESSOR,4.5
Religion,1754,Brigham Young University - Idaho,Janiece,,Johnson,1941036,43,good,TEACHER,PROFESSOR,3.7
Computer Information Technology,1754,Brigham Young University - Idaho,David,,Johnston,2586071,0,zero,TEACHER,PROFESSOR,N/A
Health  Human Performance,1754,Brigham Young University - Idaho,Ellis,Joseph,Johnston ,2034701,0,zero,TEACHER,PROFESSOR,N/A
Education,1754,Brigham Young University - Idaho,Marion,,Johnstun,1929423,9,good,TEACHER,PROFESSOR,4.5
English,1754,Brigham Young University - Idaho,Mary,Locke,Jolley,2096723,8,average,TEACHER,PROFESSOR,2.6
Foundations,1754,Brigham Young University - Idaho,Rachel,,Jolley,2330950,3,good,TEACHER,PROFESSOR,4.0
English,1754,Brigham Young University - Idaho,Allyson,,Jones,1703557,5,average,TEACHER,PROFESSOR,3.1
Art,1754,Brigham Young University - Idaho,David,,Jones,1838318,5,good,TEACHER,PROFESSOR,4.5
Business,1754,Brigham Young University - Idaho,Kevin,,Jones,2135136,0,zero,TEACHER,PROFESSOR,N/A
Computer Information Technology,1754,Brigham Young University - Idaho,Craig,L,Jones,2233313,2,good,TEACHER,PROFESSOR,4.0
